[Entity_A] is like a desperate dog trying to steal the crown owned by [Entity_B],Negative,Negative,Negative
[Entity_A] Caught on Camera Giving Out Tiny Envelopes Containing P500.00: Presidential candidate Vice Pr...,Negative,Negative,Negative
"Ugggh! Bat kahit anong sabihin ni [Entity_A] at ni [Entity_B], di ko magawang maniwala.",Negative,Negative,Negative
May dayaan talagang magaganap Gagawa ng paraan si [Entity_A] wag lang Manalo si [Entity_B].. poor poor [Entity_A],Negative,Negative,Negative
ano ba yan bat ba puro mukha ni [Entity_A] nasa tl ko,Negative,Negative,Negative
Nakakaymtawa mga sagot ni [Entity_A]. Walang kwenta,Negative,Negative,Negative
I make things happen. I walk the talk. - [Entity_A],Positive,Neutral,Neutral
"ayoon, badtrip talaga ad ni [Entity_A]",Negative,Negative,Negative
Tangina [Entity_A] ahahhahaha,Negative,Negative,Negative
"Pansin ko lang, si [Entity_C] laman lage ng blita niyo? Umay nako, [Entity_A], [Entity_B] at [Entity_D] naman.. gsPositive ko dn mlmn ibang baho nila",Negative,Negative,Negative
[Entity_A] enticed people w/ 500php but didn't pay them afters. they rallied in baguio.,Negative,Negative,Negative
"Here's [Entity_A]'s response to [Entity_B]: ""Anytime pwede namang mag-usap, pero sa puntong ito, ano pa ba ang pag-uusapan natin?""",Neutral,Neutral,Neutral
[Entity_A] para sa pagbabago Umay na ko sa mukha ni [Entity_B] at Binay!,Positive,Neutral,Neutral
HAHAHAHA ABA VANISHING [Entity_A],Negative,Negative,Negative
"Pano hindi ka kase humaharap sa korte! Wag kami [Entity_A], wag kami.",Negative,Negative,Negative
What if maapsan ni [Entity_A] ang votes ni mayor? world war III na ba? hahahaha,Neutral,Neutral,Negative
Umay na umay nako sa advertisement ni [Entity_A],Negative,Negative,Negative
Too sad to know that [Entity_A] is at the bottom. That should be [Entity_B] spot. Totoo nga ang stupid is forever.,Negative,Negative,Negative
Nakakaloka naman. Kampanya pa more. Idaan sa drama ang lahat. Sino kaya gaganap ng [Entity_A] next week?,Negative,Negative,Negative
nandyan lang si [Entity_A],Neutral,Neutral,Neutral
[Entity_A] should be more original and stop using any reference to daan,Negative,Negative,Negative
"Days ago si [Entity_A] nangunguna sa TV ads. Then suddenly ngayon, biglang si [Entity_B] na lang? Biglang no mention...",Negative,Neutral,Negative
"In samaiego OMB decision executory pending R4Negative invoking ao Neutral7. In [Entity_A], SC said CA has jurisdiction in apps for remedy.",Neutral,Neutral,Neutral
INIS. Inis yung feeling kapag nakakabasa ako ng [Entity_A] articles. Puro comparison at paninira sa ibang partido. Tsk tsk tsk,Negative,Negative,Negative
Putek na advertisement ng [Entity_A] na to. Puro Pandak ung mga sinasabi! Hayop!!!,Negative,Negative,Negative
TENGENENG [Entity_A] TO ABUSADO SA PATALASTAS HAHA,Negative,Negative,Negative
Magulat kayo biglang si [Entity_A] nanalong Presidente sa official results.,Neutral,Negative,Negative
"RT Si [Entity_A], sinungaling. Si apl.de.ap ang tinutukoy ng ad nya. Ang ad nyang nakakaumay nang makita pag nanonood ng TV!",Negative,Negative,Negative
Ginaya ni [Entity_A] yung Ad ng ACS. Neta!! Walang originality!! Boseeeet! [Entity_B] TILL THE END. ANO ABS-CBN!,Negative,Neutral,Neutral
[Entity_A]: More poor Filipinos under [Entity_B] administration,Negative,Neutral,Neutral
Todo bully ang mga tao kay [Entity_A]! Di naman nakakatuwa!,Negative,Neutral,Negative
RT: Nahhigh blood ako sa commercial ni [Entity_A],Negative,Negative,Negative
Bakit ang payat at haggard ni [Entity_A]?,Negative,Neutral,Negative
Ayaw pa pala magconcede ni [Entity_A].. :D,Negative,Negative,Negative
yung bagong commercial ni [Entity_A] :-----(((( HAHAHAHAHHAHAHAHAHAHAKAWAWANG BINAY HAYS,Negative,Negative,Negative
ate number Positive po c [Entity_A] sa presinto namin sa Cavite City NeutralNegativePositive si [Entity_B] NeutralNeutral5 si [Entity_A],Neutral,Neutral,Neutral
Ayaw na nilang lagyan ng mukha ni [Entity_A] yung TV commercial niya. Nice effort [Entity_A] PR Team.,Negative,Negative,Negative
"Not sure yet but definitely not [Entity_A], [Entity_B], or [Entity_C].",Negative,Negative,Negative
"Yung paningin ko pag pinapalabas ung tv ad ni [Entity_A], parang ung tv ad nya rin lng. MADILIM.",Negative,Negative,Negative
Yung bakla kanina sa salon g na g kay [Entity_A]. Si [Entity_B] daw ang MA's karapat dapat. Magkano kaya nakuha nya. Hahahahahaha. Hays,Negative,Neutral,Negative
"Unlike his rich rivals, [Entity_A] hails from the poor",Positive,Neutral,Neutral
"tells [Entity_A] on BUB: It's participatory governance, and not a money making, corruption undertaking. | via",Neutral,Neutral,Neutral
I'd rather [Entity_A]-[Entity_B],Positive,Positive,Positive
Senador [Entity_A] tutol na ipakita sa publiko ang kaniyang medical records |,Negative,Neutral,Neutral
"""Ayaw na natin ng gobyerno na manhid."" - [Entity_A]",Positive,Neutral,Neutral
shut up [Entity_A]. Hahaha chat mo ko,Negative,Negative,Negative
lagot ka kay [Entity_A],Neutral,Negative,Negative
"[Entity_A], nilinaw na mas malala kung magiging presidente si [Entity_B] kaysa [Entity_C] | via DZMM TeleRadyo",Negative,Neutral,Neutral
Here comes [Entity_A],Neutral,Neutral,Positive
Sorry [Entity_A] pero di ko pa din gets kung ano kinalaman ng pagiging nognog mo sa pagiging presidente ng pilipinas.,Negative,Negative,Negative
"Nognog. Pandak. Laki sa hirap. ""Madaming nagawa"" pero mas maraming TV Ads. Yan si [Entity_A]! Sobrang agit ko! umayos ka",Negative,Negative,Negative
Namo [Entity_A]!,Negative,Negative,Negative
Simple rule wala pa dpt mangngampanya and yet pol ads evrywhere. Do not vote for them. [Entity_A] [Entity_B] [Entity_C],Negative,Negative,Negative
I therefore conclude that [Entity_A] is very good in the business of stealing.,Negative,Negative,Negative
"Hindi ka naman mananalo [Entity_A] e, so shut up ka nalang",Negative,Negative,Negative
I VOTE [Entity_A]! Actually four of us!,Positive,Positive,Positive
hahahahhahaha [Entity_A] corrupt politician liar magnanakaw sa kaban nang bayan!,Negative,Negative,Negative
[Entity_A] doesn't have the funds to air his own VP ad yet has money to pay for anti-[Entity_B] ad? Labo di ba?,Negative,Negative,Negative
RT: hahaha miss you [Entity_A]!!,Positive,Positive,Positive
