text,real_text,entity_detected,true_label,predicted
Pick up line ba yan [Entity_A]?,Pick up line ba yan BINAY?,BINAY,Negative,Neutral
CA ordered to rule on [Entity_A] petition for certiorari over Ombudsman's suspension order | Live,CA ordered to rule on BINAY petition for certiorari over Ombudsman's suspension order | Live,BINAY,Negative,Neutral
so tired of reading kim henares vs pia. how bout you find out why police can't find [Entity_A]'s bagmen.,so tired of reading kim henares vs pia. how bout you find out why police can't find BINAY's bagmen.,BINAY,Negative,Negative
Hala Positivend na si [Entity_A].... 7.Neutral Million .... Neutralst si [Entity_B] Million votes sa partial and unofficial votes.,Hala Positivend na si BINAY.... 7.Neutral Million .... Neutralst si [Entity_B] Million votes sa partial and unofficial votes.,BINAY,Neutral,Neutral
[Entity_A]: It's time to amend our Constitution,BINAY: It's time to amend our Constitution,BINAY,Neutral,Neutral
Only [Entity_A] is nognog pandak laki sa hirap,Only BINAY is nognog pandak laki sa hirap,BINAY,Negative,Negative
[Entity_A] calling for unity to stop [Entity_B] just shows how weak leader he can be.,BINAY calling for unity to stop MAR ROXAS just shows how weak leader he can be.,"BINAY, MAR ROXAS",Negative,Negative
"Jogging with iPad. Hassle, [Entity_A].","Jogging with iPad. Hassle, BINAY.",BINAY,Negative,Negative
ANDAMING CONCEPTS NG SERIES NG TVC NI [Entity_A]. Hindi ko matanggap na wala man lang done in good taste. HIRE ME PLEASE AND PAY MEEEEE,ANDAMING CONCEPTS NG SERIES NG TVC NI BINAY. Hindi ko matanggap na wala man lang done in good taste. HIRE ME PLEASE AND PAY MEEEEE,BINAY,Negative,Negative
"[Entity_A], [Entity_B] and [Entity_C], get out of here. You have no business here.","BINAY, MAR ROXAS and POE, get out of here. You have no business here.","BINAY, MAR ROXAS, POE",Negative,Negative
Ang sakit [Entity_A],Ang sakit BINAY,BINAY,Negative,Negative
[Entity_A]! I smell something fishy!,BINAY! I smell something fishy!,BINAY,Neutral,Negative
"Isa kila [Entity_A] at [Entity_B] ay mag gigive way just to defeat [Entity_C], desperate ah.","Isa kila BINAY at MAR ROXAS ay mag gigive way just to defeat [Entity_C], desperate ah.","BINAY, MAR ROXAS",Negative,Negative
"DepEd NETIZENS PUMALAG - Umani ng batikos ang kampanya ni [Entity_A] ngayon sa Marawi Lanao del Sur, ""Non-partisan...","DepEd NETIZENS PUMALAG - Umani ng batikos ang kampanya ni BINAY ngayon sa Marawi Lanao del Sur, ""Non-partisan...",BINAY,Negative,Neutral
Ang haggard ko kanina dahil kay [Entity_A]. Kingama lang!,Ang haggard ko kanina dahil kay BINAY. Kingama lang!,BINAY,Negative,Negative
TSK! Sayang boto talaga kay [Entity_A],TSK! Sayang boto talaga kay BINAY,BINAY,Negative,Negative
"A very good and detailed breakdown for the undecided on why choose [Entity_A], with information and specifics. You...","A very good and detailed breakdown for the undecided on why choose BINAY, with information and specifics. You...",BINAY,Negative,Positive
bat ikaw? Baka [Entity_A] ka ah? Shut Up ka nalang din,bat ikaw? Baka BINAY ka ah? Shut Up ka nalang din,BINAY,Negative,Negative
[Entity_A]: I DON'T NEED OFW VOTE via,MAR ROXAS: I DON'T NEED OFW VOTE via,MAR ROXAS,Negative,Neutral
"Nakaka bwisit lang mga commercial ni [Entity_A], sarap batuhin yung tv.","Nakaka bwisit lang mga commercial ni BINAY, sarap batuhin yung tv.",BINAY,Negative,Negative
"KAHIT NAKASARA YUNG TV NAMIN, ANDUN PA RING YUNG ADVERTISEMENT NI [Entity_A] NOGNOG KA TLGA [Entity_A]","KAHIT NAKASARA YUNG TV NAMIN, ANDUN PA RING YUNG ADVERTISEMENT NI BINAY NOGNOG KA TLGA BINAY",BINAY,Negative,Negative
[Entity_A] threathening? Di siya ganun katanga! Nautusan nanaman tong Ombudsman na to ng mga DILAW!,BINAY threathening? Di siya ganun katanga! Nautusan nanaman tong Ombudsman na to ng mga DILAW!,BINAY,Negative,Negative
4p's to 5p's?! Ulul. Wag kami [Entity_A].,4p's to 5p's?! Ulul. Wag kami BINAY.,Ulul,Negative,Negative
"Actress Ai-ai delas Alas says she's here as a friend of VP [Entity_A], says she didn't get talent fee to appear here","Actress Ai-ai delas Alas says she's here as a friend of VP BINAY, says she didn't get talent fee to appear here",BINAY,Negative,Neutral
"[Entity_A]: ""Bilang pangulo..."" OKAY, PERO NUNG NANDYAN KA SA POSISYON MO, WALA NAMANG NANGYARI","BINAY: ""Bilang pangulo..."" OKAY, PERO NUNG NANDYAN KA SA POSISYON MO, WALA NAMANG NANGYARI",BINAY,Neutral,Negative
[Entity_A] tapos INC si kat nyay??,BINAY tapos INC si kat nyay??,BINAY,Positive,Negative
"[Entity_A]: Vice president sa umaga, di makita sa gabi ayoko na po","BINAY: Vice president sa umaga, di makita sa gabi ayoko na po",BINAY,Neutral,Negative
pano yung remaining PH 5B kapag hindi nanalo si [Entity_A]? Sa bulsa Ni [Entity_B] ganern?,pano yung remaining PH 5B kapag hindi nanalo si BINAY? Sa bulsa Ni [Entity_B] ganern?,BINAY,Positive,Negative
"nakita ko nanaman ung advertisement ni [Entity_A], kung sino pa ung nognog sya pa ung nagbigay liwanag, bakit cactus ba sya???????","nakita ko nanaman ung advertisement ni BINAY, kung sino pa ung nognog sya pa ung nagbigay liwanag, bakit cactus ba sya???????",BINAY,Neutral,Negative
Anong konek ng pagiging nognog at pandak ni [Entity_A] sa mga nagawa 'daw' nya sa Makati? Paki-explain. Labyu :D,Anong konek ng pagiging nognog at pandak ni BINAY sa mga nagawa 'daw' nya sa Makati? Paki-explain. Labyu :D,BINAY,Neutral,Negative
My birthday wish for [Entity_A]: Hindi sana ikaw ang manalong pangulo ng Pilipinas.,My birthday wish for BINAY: Hindi sana ikaw ang manalong pangulo ng Pilipinas.,BINAY,Negative,Negative
"magsama sila ni [Entity_A].. tutal kapartida nya yun painumin din mya ng pills, jamming sila! HAHAHAHAHAHAHAHA","magsama sila ni BINAY.. tutal kapartida nya yun painumin din mya ng pills, jamming sila! HAHAHAHAHAHAHAHA",BINAY,Negative,Negative
[Entity_A] is like a desperate dog trying to steal the crown owned by [Entity_B],BINAY is like a desperate dog trying to steal the crown owned by [Entity_B],BINAY,Neutral,Negative
[Entity_A] Caught on Camera Giving Out Tiny Envelopes Containing P500.00: Presidential candidate Vice Pr...,BINAY Caught on Camera Giving Out Tiny Envelopes Containing P500.00: Presidential candidate Vice Pr...,BINAY,Negative,Negative
"Ugggh! Bat kahit anong sabihin ni [Entity_A] at ni [Entity_B], di ko magawang maniwala.","Ugggh! Bat kahit anong sabihin ni BINAY at ni [Entity_B], di ko magawang maniwala.",BINAY,Neutral,Negative
May dayaan talagang magaganap Gagawa ng paraan si [Entity_A] wag lang Manalo si [Entity_B].. poor poor [Entity_A],May dayaan talagang magaganap Gagawa ng paraan si BINAY wag lang Manalo si [Entity_B].. poor poor BINAY,Manalo,Negative,Negative
ano ba yan bat ba puro mukha ni [Entity_A] nasa tl ko,ano ba yan bat ba puro mukha ni BINAY nasa tl ko,BINAY,Neutral,Negative
Nakakaymtawa mga sagot ni [Entity_A]. Walang kwenta,Nakakaymtawa mga sagot ni BINAY. Walang kwenta,BINAY,Negative,Negative
I make things happen. I walk the talk. - [Entity_A],I make things happen. I walk the talk. - BINAY,BINAY,Negative,Neutral
"ayoon, badtrip talaga ad ni [Entity_A]","ayoon, badtrip talaga ad ni BINAY",BINAY,Negative,Negative
Tangina [Entity_A] ahahhahaha,Tangina BINAY ahahhahaha,BINAY,Negative,Neutral
"Pansin ko lang, si [Entity_C] laman lage ng blita niyo? Umay nako, [Entity_A], [Entity_B] at [Entity_D] naman.. gsPositive ko dn mlmn ibang baho nila","Pansin ko lang, si BINAY laman lage ng blita niyo? Umay nako, BINAY, MAR ROXAS at [Entity_D] naman.. gsPositive ko dn mlmn ibang baho nila","BINAY, MAR ROXAS, BINAY",Negative,Negative
[Entity_A] enticed people w/ 500php but didn't pay them afters. they rallied in baguio.,BINAY enticed people w/ 500php but didn't pay them afters. they rallied in baguio.,BINAY,Negative,Negative
"Here's [Entity_A]'s response to [Entity_B]: ""Anytime pwede namang mag-usap, pero sa puntong ito, ano pa ba ang pag-uusapan natin?""","Here's BINAY's response to MAR ROXAS: ""Anytime pwede namang mag-usap, pero sa puntong ito, ano pa ba ang pag-uusapan natin?""","BINAY, MAR ROXAS",Positive,Neutral
[Entity_A] para sa pagbabago Umay na ko sa mukha ni [Entity_B] at Binay!,BINAY para sa pagbabago Umay na ko sa mukha ni [Entity_B] at Binay!,Binay,Negative,Negative
HAHAHAHA ABA VANISHING [Entity_A],HAHAHAHA ABA VANISHING BINAY,BINAY,Negative,Negative
"Pano hindi ka kase humaharap sa korte! Wag kami [Entity_A], wag kami.","Pano hindi ka kase humaharap sa korte! Wag kami BINAY, wag kami.",BINAY,Positive,Negative
What if maapsan ni [Entity_A] ang votes ni mayor? world war III na ba? hahahaha,What if maapsan ni BINAY ang votes ni mayor? world war III na ba? hahahaha,BINAY,,Negative
Umay na umay nako sa advertisement ni [Entity_A],Umay na umay nako sa advertisement ni BINAY,BINAY,,Negative
Too sad to know that [Entity_A] is at the bottom. That should be [Entity_B] spot. Totoo nga ang stupid is forever.,Too sad to know that BINAY is at the bottom. That should be [Entity_B] spot. Totoo nga ang stupid is forever.,BINAY,,Negative
Nakakaloka naman. Kampanya pa more. Idaan sa drama ang lahat. Sino kaya gaganap ng [Entity_A] next week?,Nakakaloka naman. Kampanya pa more. Idaan sa drama ang lahat. Sino kaya gaganap ng BINAY next week?,BINAY,,Negative
nandyan lang si [Entity_A],nandyan lang si BINAY,BINAY,,Neutral
[Entity_A] should be more original and stop using any reference to daan,BINAY should be more original and stop using any reference to daan,BINAY,,Negative
"Days ago si [Entity_A] nangunguna sa TV ads. Then suddenly ngayon, biglang si [Entity_B] na lang? Biglang no mention...","Days ago si BINAY nangunguna sa TV ads. Then suddenly ngayon, biglang si [Entity_B] na lang? Biglang no mention...",BINAY,,Negative
"In samaiego OMB decision executory pending R4Negative invoking ao Neutral7. In [Entity_A], SC said CA has jurisdiction in apps for remedy.","In samaiego OMB decision executory pending R4Negative invoking ao Neutral7. In BINAY, SC said CA has jurisdiction in apps for remedy.",BINAY,,Neutral
INIS. Inis yung feeling kapag nakakabasa ako ng [Entity_A] articles. Puro comparison at paninira sa ibang partido. Tsk tsk tsk,INIS. Inis yung feeling kapag nakakabasa ako ng BINAY articles. Puro comparison at paninira sa ibang partido. Tsk tsk tsk,BINAY,,Negative
Putek na advertisement ng [Entity_A] na to. Puro Pandak ung mga sinasabi! Hayop!!!,Putek na advertisement ng BINAY na to. Puro Pandak ung mga sinasabi! Hayop!!!,BINAY,,Negative
TENGENENG [Entity_A] TO ABUSADO SA PATALASTAS HAHA,TENGENENG BINAY TO ABUSADO SA PATALASTAS HAHA,BINAY,,Negative
Magulat kayo biglang si [Entity_A] nanalong Presidente sa official results.,Magulat kayo biglang si BINAY nanalong Presidente sa official results.,BINAY,,Negative
"RT Si [Entity_A], sinungaling. Si apl.de.ap ang tinutukoy ng ad nya. Ang ad nyang nakakaumay nang makita pag nanonood ng TV!","RT Si BINAY, sinungaling. Si apl.de.ap ang tinutukoy ng ad nya. Ang ad nyang nakakaumay nang makita pag nanonood ng TV!",BINAY,,Negative
Ginaya ni [Entity_A] yung Ad ng ACS. Neta!! Walang originality!! Boseeeet! [Entity_B] TILL THE END. ANO ABS-CBN!,Ginaya ni BINAY yung Ad ng ACS. Neta!! Walang originality!! Boseeeet! [Entity_B] TILL THE END. ANO ABS-CBN!,Neta,,Negative
[Entity_A]: More poor Filipinos under [Entity_B] administration,BINAY: More poor Filipinos under AQUINO administration,"BINAY, AQUINO",,Negative
Todo bully ang mga tao kay [Entity_A]! Di naman nakakatuwa!,Todo bully ang mga tao kay BINAY! Di naman nakakatuwa!,BINAY,,Negative
RT: Nahhigh blood ako sa commercial ni [Entity_A],RT: Nahhigh blood ako sa commercial ni BINAY,BINAY,,Negative
Bakit ang payat at haggard ni [Entity_A]?,Bakit ang payat at haggard ni BINAY?,BINAY,,Negative
Ayaw pa pala magconcede ni [Entity_A].. :D,Ayaw pa pala magconcede ni BINAY.. :D,BINAY,,Negative
yung bagong commercial ni [Entity_A] :-----(((( HAHAHAHAHHAHAHAHAHAHAKAWAWANG BINAY HAYS,yung bagong commercial ni BINAY :-----(((( HAHAHAHAHHAHAHAHAHAHAKAWAWANG BINAY HAYS,BINAY,,Positive
ate number Positive po c [Entity_A] sa presinto namin sa Cavite City NeutralNegativePositive si [Entity_B] NeutralNeutral5 si [Entity_A],ate number Positive po c BINAY sa presinto namin sa Cavite City NeutralNegativePositive si [Entity_B] NeutralNeutral5 si BINAY,BINAY,,Positive
Ayaw na nilang lagyan ng mukha ni [Entity_A] yung TV commercial niya. Nice effort [Entity_A] PR Team.,Ayaw na nilang lagyan ng mukha ni BINAY yung TV commercial niya. Nice effort BINAY PR Team.,BINAY,,Positive
"Not sure yet but definitely not [Entity_A], [Entity_B], or [Entity_C].","Not sure yet but definitely not BINAY, MAR ROXAS, or DUTERTE.","BINAY, MAR ROXAS, DUTERTE",,Negative
"Yung paningin ko pag pinapalabas ung tv ad ni [Entity_A], parang ung tv ad nya rin lng. MADILIM.","Yung paningin ko pag pinapalabas ung tv ad ni BINAY, parang ung tv ad nya rin lng. MADILIM.",BINAY,,Negative
Yung bakla kanina sa salon g na g kay [Entity_A]. Si [Entity_B] daw ang MA's karapat dapat. Magkano kaya nakuha nya. Hahahahahaha. Hays,Yung bakla kanina sa salon g na g kay BINAY. Si [Entity_B] daw ang MA's karapat dapat. Magkano kaya nakuha nya. Hahahahahaha. Hays,BINAY,,Negative
"Unlike his rich rivals, [Entity_A] hails from the poor","Unlike his rich rivals, BINAY hails from the poor",BINAY,,Negative
"tells [Entity_A] on BUB: It's participatory governance, and not a money making, corruption undertaking. | via","tells BINAY on BUB: It's participatory governance, and not a money making, corruption undertaking. | via",BINAY,,Neutral
I'd rather [Entity_A]-[Entity_B],I'd rather DUTERTE-CAYETANO,"DUTERTE, CAYETANO",,Neutral
Senador [Entity_A] tutol na ipakita sa publiko ang kaniyang medical records |,Senador SENADOR MIRIAM tutol na ipakita sa publiko ang kaniyang medical records |,SENADOR MIRIAM,,Negative
"""Ayaw na natin ng gobyerno na manhid."" - [Entity_A]","""Ayaw na natin ng gobyerno na manhid."" - POE",POE,,Negative
shut up [Entity_A]. Hahaha chat mo ko,shut up MAR ROXAS. Hahaha chat mo ko,MAR ROXAS,,Negative
lagot ka kay [Entity_A],lagot ka kay MAR ROXAS,MAR ROXAS,,Negative
"[Entity_A], nilinaw na mas malala kung magiging presidente si [Entity_B] kaysa [Entity_C] | via DZMM TeleRadyo","BINAY, nilinaw na mas malala kung magiging presidente si MAR ROXAS kaysa [Entity_C] | via DZMM TeleRadyo","BINAY, MAR ROXAS",,Negative
Here comes [Entity_A],Here comes BINAY,BINAY,,Neutral
Sorry [Entity_A] pero di ko pa din gets kung ano kinalaman ng pagiging nognog mo sa pagiging presidente ng pilipinas.,Sorry BINAY pero di ko pa din gets kung ano kinalaman ng pagiging nognog mo sa pagiging presidente ng pilipinas.,BINAY,,Negative
"Nognog. Pandak. Laki sa hirap. ""Madaming nagawa"" pero mas maraming TV Ads. Yan si [Entity_A]! Sobrang agit ko! umayos ka","Nognog. Pandak. Laki sa hirap. ""Madaming nagawa"" pero mas maraming TV Ads. Yan si NOGNOG! Sobrang agit ko! umayos ka","NOGNOG, PANDAK, BINAY",,Negative
Namo [Entity_A]!,Namo BINAY!,BINAY,,Positive
Simple rule wala pa dpt mangngampanya and yet pol ads evrywhere. Do not vote for them. [Entity_A] [Entity_B] [Entity_C],Simple rule wala pa dpt mangngampanya and yet pol ads evrywhere. Do not vote for them. BINAY [Entity_B] [Entity_C],BINAY,,Negative
I therefore conclude that [Entity_A] is very good in the business of stealing.,I therefore conclude that BINAY is very good in the business of stealing.,BINAY,,Negative
"Hindi ka naman mananalo [Entity_A] e, so shut up ka nalang","Hindi ka naman mananalo BINAY e, so shut up ka nalang",BINAY,,Negative
I VOTE [Entity_A]! Actually four of us!,I VOTE MAR ROXAS! Actually four of us!,MAR ROXAS,,Positive
hahahahhahaha [Entity_A] corrupt politician liar magnanakaw sa kaban nang bayan!,hahahahhahaha BINAY corrupt politician liar magnanakaw sa kaban nang bayan!,BINAY,,Negative
[Entity_A] doesn't have the funds to air his own VP ad yet has money to pay for anti-[Entity_B] ad? Labo di ba?,BINAY doesn't have the funds to air his own VP ad yet has money to pay for anti-[Entity_B] ad? Labo di ba?,BINAY,,Negative
RT: hahaha miss you [Entity_A]!!,RT: hahaha miss you BINAY!!,BINAY,,Positive
