template_id,template_text,template_sentiment,entity_id,official_name,nickname_used,order_axis,social_axis,temporal_axis,real_text,predicted
14,Tinawagan ng reporter si [ENTITY] para sa komento.,Neutral,9,Juan Ponce Enrile,JPE,1,1,1,Tinawagan ng reporter si JPE para sa komento.,Neutral
15,Si [ENTITY] ay dadalo sa debate ngayong Sabado.,Neutral,9,Juan Ponce Enrile,JPE,1,1,1,Si JPE ay dadalo sa debate ngayong Sabado.,Neutral
16,Ayon sa mga ulat si [ENTITY] ay nagpahayag ng kanyang plataporma.,Neutral,9,Juan Ponce Enrile,JPE,1,1,1,Ayon sa mga ulat si JPE ay nagpahayag ng kanyang plataporma.,Neutral
17,Ipinakita ng survey na si [ENTITY] ay nasa ikatlong pwesto.,Neutral,9,Juan Ponce Enrile,JPE,1,1,1,Ipinakita ng survey na si JPE ay nasa ikatlong pwesto.,Neutral
18,Naglunsad si [ENTITY] ng bagong programa para sa kabataan.,Neutral,9,Juan Ponce Enrile,JPE,1,1,1,Naglunsad si JPE ng bagong programa para sa kabataan.,Positive
19,Kinausap ng media si [ENTITY] tungkol sa isyu ng krimen.,Neutral,9,Juan Ponce Enrile,JPE,1,1,1,Kinausap ng media si JPE tungkol sa isyu ng krimen.,Neutral
20,Si [ENTITY] ay nakiisa sa pagdiriwang ng Araw ng Kalayaan.,Neutral,9,Juan Ponce Enrile,JPE,1,1,1,Si JPE ay nakiisa sa pagdiriwang ng Araw ng Kalayaan.,Positive
1,Si [ENTITY] ang pinakamahusay na kandidato para sa Pilipinas.,Positive,9,Juan Ponce Enrile,Manong Johnny,1,1,1,Si Manong Johnny ang pinakamahusay na kandidato para sa Pilipinas.,Positive
2,Susuportahan ko si [ENTITY] sa susunod na eleksyon.,Positive,9,Juan Ponce Enrile,Manong Johnny,1,1,1,Susuportahan ko si Manong Johnny sa susunod na eleksyon.,Positive
3,Ang ginawa ni [ENTITY] para sa bansa ay kapuri-puri.,Positive,9,Juan Ponce Enrile,Manong Johnny,1,1,1,Ang ginawa ni Manong Johnny para sa bansa ay kapuri-puri.,Positive
4,Proud akong sabihin na boboto ako kay [ENTITY].,Positive,9,Juan Ponce Enrile,Manong Johnny,1,1,1,Proud akong sabihin na boboto ako kay Manong Johnny.,Positive
5,Si [ENTITY] lang ang tunay na nagmamalasakit sa mga Pilipino.,Positive,9,Juan Ponce Enrile,Manong Johnny,1,1,1,Si Manong Johnny lang ang tunay na nagmamalasakit sa mga Pilipino.,Positive
6,Hindi ko iboboto si [ENTITY] kahit kailan.,Negative,9,Juan Ponce Enrile,Manong Johnny,1,1,1,Hindi ko iboboto si Manong Johnny kahit kailan.,Positive
7,Disappointed ako kay [ENTITY] dahil sa kanyang mga ginawa.,Negative,9,Juan Ponce Enrile,Manong Johnny,1,1,1,Disappointed ako kay Manong Johnny dahil sa kanyang mga ginawa.,Negative
8,Si [ENTITY] ay isang corrupt na pulitiko.,Negative,9,Juan Ponce Enrile,Manong Johnny,1,1,1,Si Manong Johnny ay isang corrupt na pulitiko.,Negative
9,Ayaw ko kay [ENTITY] hindi siya karapat-dapat maging lider.,Negative,9,Juan Ponce Enrile,Manong Johnny,1,1,1,Ayaw ko kay Manong Johnny hindi siya karapat-dapat maging lider.,Negative
10,Naniniwala ako na si [ENTITY] ay nagsinungaling sa publiko.,Negative,9,Juan Ponce Enrile,Manong Johnny,1,1,1,Naniniwala ako na si Manong Johnny ay nagsinungaling sa publiko.,Positive
11,Si [ENTITY] ay isa sa mga kandidato sa eleksyon.,Neutral,9,Juan Ponce Enrile,Manong Johnny,1,1,1,Si Manong Johnny ay isa sa mga kandidato sa eleksyon.,Neutral
12,Nakita ko si [ENTITY] sa balita kagabi.,Neutral,9,Juan Ponce Enrile,Manong Johnny,1,1,1,Nakita ko si Manong Johnny sa balita kagabi.,Neutral
13,Ang [ENTITY] ay nagbigay ng pahayag tungkol sa ekonomiya.,Neutral,9,Juan Ponce Enrile,Manong Johnny,1,1,1,Ang Manong Johnny ay nagbigay ng pahayag tungkol sa ekonomiya.,Neutral
14,Tinawagan ng reporter si [ENTITY] para sa komento.,Neutral,9,Juan Ponce Enrile,Manong Johnny,1,1,1,Tinawagan ng reporter si Manong Johnny para sa komento.,Neutral
15,Si [ENTITY] ay dadalo sa debate ngayong Sabado.,Neutral,9,Juan Ponce Enrile,Manong Johnny,1,1,1,Si Manong Johnny ay dadalo sa debate ngayong Sabado.,Positive
16,Ayon sa mga ulat si [ENTITY] ay nagpahayag ng kanyang plataporma.,Neutral,9,Juan Ponce Enrile,Manong Johnny,1,1,1,Ayon sa mga ulat si Manong Johnny ay nagpahayag ng kanyang plataporma.,Neutral
17,Ipinakita ng survey na si [ENTITY] ay nasa ikatlong pwesto.,Neutral,9,Juan Ponce Enrile,Manong Johnny,1,1,1,Ipinakita ng survey na si Manong Johnny ay nasa ikatlong pwesto.,Neutral
18,Naglunsad si [ENTITY] ng bagong programa para sa kabataan.,Neutral,9,Juan Ponce Enrile,Manong Johnny,1,1,1,Naglunsad si Manong Johnny ng bagong programa para sa kabataan.,Positive
19,Kinausap ng media si [ENTITY] tungkol sa isyu ng krimen.,Neutral,9,Juan Ponce Enrile,Manong Johnny,1,1,1,Kinausap ng media si Manong Johnny tungkol sa isyu ng krimen.,Neutral
20,Si [ENTITY] ay nakiisa sa pagdiriwang ng Araw ng Kalayaan.,Neutral,9,Juan Ponce Enrile,Manong Johnny,1,1,1,Si Manong Johnny ay nakiisa sa pagdiriwang ng Araw ng Kalayaan.,Positive
1,Si [ENTITY] ang pinakamahusay na kandidato para sa Pilipinas.,Positive,10,Chiz Escudero,Chiz,4,2,2,Si Chiz ang pinakamahusay na kandidato para sa Pilipinas.,Positive
2,Susuportahan ko si [ENTITY] sa susunod na eleksyon.,Positive,10,Chiz Escudero,Chiz,4,2,2,Susuportahan ko si Chiz sa susunod na eleksyon.,Positive
3,Ang ginawa ni [ENTITY] para sa bansa ay kapuri-puri.,Positive,10,Chiz Escudero,Chiz,4,2,2,Ang ginawa ni Chiz para sa bansa ay kapuri-puri.,Positive
4,Proud akong sabihin na boboto ako kay [ENTITY].,Positive,10,Chiz Escudero,Chiz,4,2,2,Proud akong sabihin na boboto ako kay Chiz.,Positive
5,Si [ENTITY] lang ang tunay na nagmamalasakit sa mga Pilipino.,Positive,10,Chiz Escudero,Chiz,4,2,2,Si Chiz lang ang tunay na nagmamalasakit sa mga Pilipino.,Positive
6,Hindi ko iboboto si [ENTITY] kahit kailan.,Negative,10,Chiz Escudero,Chiz,4,2,2,Hindi ko iboboto si Chiz kahit kailan.,Positive
7,Disappointed ako kay [ENTITY] dahil sa kanyang mga ginawa.,Negative,10,Chiz Escudero,Chiz,4,2,2,Disappointed ako kay Chiz dahil sa kanyang mga ginawa.,Negative
8,Si [ENTITY] ay isang corrupt na pulitiko.,Negative,10,Chiz Escudero,Chiz,4,2,2,Si Chiz ay isang corrupt na pulitiko.,Negative
9,Ayaw ko kay [ENTITY] hindi siya karapat-dapat maging lider.,Negative,10,Chiz Escudero,Chiz,4,2,2,Ayaw ko kay Chiz hindi siya karapat-dapat maging lider.,Negative
10,Naniniwala ako na si [ENTITY] ay nagsinungaling sa publiko.,Negative,10,Chiz Escudero,Chiz,4,2,2,Naniniwala ako na si Chiz ay nagsinungaling sa publiko.,Negative
11,Si [ENTITY] ay isa sa mga kandidato sa eleksyon.,Neutral,10,Chiz Escudero,Chiz,4,2,2,Si Chiz ay isa sa mga kandidato sa eleksyon.,Positive
12,Nakita ko si [ENTITY] sa balita kagabi.,Neutral,10,Chiz Escudero,Chiz,4,2,2,Nakita ko si Chiz sa balita kagabi.,Positive
13,Ang [ENTITY] ay nagbigay ng pahayag tungkol sa ekonomiya.,Neutral,10,Chiz Escudero,Chiz,4,2,2,Ang Chiz ay nagbigay ng pahayag tungkol sa ekonomiya.,Neutral
14,Tinawagan ng reporter si [ENTITY] para sa komento.,Neutral,10,Chiz Escudero,Chiz,4,2,2,Tinawagan ng reporter si Chiz para sa komento.,Neutral
15,Si [ENTITY] ay dadalo sa debate ngayong Sabado.,Neutral,10,Chiz Escudero,Chiz,4,2,2,Si Chiz ay dadalo sa debate ngayong Sabado.,Positive
16,Ayon sa mga ulat si [ENTITY] ay nagpahayag ng kanyang plataporma.,Neutral,10,Chiz Escudero,Chiz,4,2,2,Ayon sa mga ulat si Chiz ay nagpahayag ng kanyang plataporma.,Neutral
17,Ipinakita ng survey na si [ENTITY] ay nasa ikatlong pwesto.,Neutral,10,Chiz Escudero,Chiz,4,2,2,Ipinakita ng survey na si Chiz ay nasa ikatlong pwesto.,Neutral
18,Naglunsad si [ENTITY] ng bagong programa para sa kabataan.,Neutral,10,Chiz Escudero,Chiz,4,2,2,Naglunsad si Chiz ng bagong programa para sa kabataan.,Positive
19,Kinausap ng media si [ENTITY] tungkol sa isyu ng krimen.,Neutral,10,Chiz Escudero,Chiz,4,2,2,Kinausap ng media si Chiz tungkol sa isyu ng krimen.,Neutral
20,Si [ENTITY] ay nakiisa sa pagdiriwang ng Araw ng Kalayaan.,Neutral,10,Chiz Escudero,Chiz,4,2,2,Si Chiz ay nakiisa sa pagdiriwang ng Araw ng Kalayaan.,Positive
1,Si [ENTITY] ang pinakamahusay na kandidato para sa Pilipinas.,Positive,11,Benigno Aquino III,Pnoy,4,4,5,Si Pnoy ang pinakamahusay na kandidato para sa Pilipinas.,Positive
2,Susuportahan ko si [ENTITY] sa susunod na eleksyon.,Positive,11,Benigno Aquino III,Pnoy,4,4,5,Susuportahan ko si Pnoy sa susunod na eleksyon.,Positive
3,Ang ginawa ni [ENTITY] para sa bansa ay kapuri-puri.,Positive,11,Benigno Aquino III,Pnoy,4,4,5,Ang ginawa ni Pnoy para sa bansa ay kapuri-puri.,Positive
4,Proud akong sabihin na boboto ako kay [ENTITY].,Positive,11,Benigno Aquino III,Pnoy,4,4,5,Proud akong sabihin na boboto ako kay Pnoy.,Positive
5,Si [ENTITY] lang ang tunay na nagmamalasakit sa mga Pilipino.,Positive,11,Benigno Aquino III,Pnoy,4,4,5,Si Pnoy lang ang tunay na nagmamalasakit sa mga Pilipino.,Positive
6,Hindi ko iboboto si [ENTITY] kahit kailan.,Negative,11,Benigno Aquino III,Pnoy,4,4,5,Hindi ko iboboto si Pnoy kahit kailan.,Positive
7,Disappointed ako kay [ENTITY] dahil sa kanyang mga ginawa.,Negative,11,Benigno Aquino III,Pnoy,4,4,5,Disappointed ako kay Pnoy dahil sa kanyang mga ginawa.,Negative
8,Si [ENTITY] ay isang corrupt na pulitiko.,Negative,11,Benigno Aquino III,Pnoy,4,4,5,Si Pnoy ay isang corrupt na pulitiko.,Negative
9,Ayaw ko kay [ENTITY] hindi siya karapat-dapat maging lider.,Negative,11,Benigno Aquino III,Pnoy,4,4,5,Ayaw ko kay Pnoy hindi siya karapat-dapat maging lider.,Negative
10,Naniniwala ako na si [ENTITY] ay nagsinungaling sa publiko.,Negative,11,Benigno Aquino III,Pnoy,4,4,5,Naniniwala ako na si Pnoy ay nagsinungaling sa publiko.,Negative
11,Si [ENTITY] ay isa sa mga kandidato sa eleksyon.,Neutral,11,Benigno Aquino III,Pnoy,4,4,5,Si Pnoy ay isa sa mga kandidato sa eleksyon.,Neutral
12,Nakita ko si [ENTITY] sa balita kagabi.,Neutral,11,Benigno Aquino III,Pnoy,4,4,5,Nakita ko si Pnoy sa balita kagabi.,Neutral
13,Ang [ENTITY] ay nagbigay ng pahayag tungkol sa ekonomiya.,Neutral,11,Benigno Aquino III,Pnoy,4,4,5,Ang Pnoy ay nagbigay ng pahayag tungkol sa ekonomiya.,Neutral
14,Tinawagan ng reporter si [ENTITY] para sa komento.,Neutral,11,Benigno Aquino III,Pnoy,4,4,5,Tinawagan ng reporter si Pnoy para sa komento.,Neutral
15,Si [ENTITY] ay dadalo sa debate ngayong Sabado.,Neutral,11,Benigno Aquino III,Pnoy,4,4,5,Si Pnoy ay dadalo sa debate ngayong Sabado.,Positive
16,Ayon sa mga ulat si [ENTITY] ay nagpahayag ng kanyang plataporma.,Neutral,11,Benigno Aquino III,Pnoy,4,4,5,Ayon sa mga ulat si Pnoy ay nagpahayag ng kanyang plataporma.,Neutral
17,Ipinakita ng survey na si [ENTITY] ay nasa ikatlong pwesto.,Neutral,11,Benigno Aquino III,Pnoy,4,4,5,Ipinakita ng survey na si Pnoy ay nasa ikatlong pwesto.,Neutral
18,Naglunsad si [ENTITY] ng bagong programa para sa kabataan.,Neutral,11,Benigno Aquino III,Pnoy,4,4,5,Naglunsad si Pnoy ng bagong programa para sa kabataan.,Positive
19,Kinausap ng media si [ENTITY] tungkol sa isyu ng krimen.,Neutral,11,Benigno Aquino III,Pnoy,4,4,5,Kinausap ng media si Pnoy tungkol sa isyu ng krimen.,Neutral
20,Si [ENTITY] ay nakiisa sa pagdiriwang ng Araw ng Kalayaan.,Neutral,11,Benigno Aquino III,Pnoy,4,4,5,Si Pnoy ay nakiisa sa pagdiriwang ng Araw ng Kalayaan.,Positive
1,Si [ENTITY] ang pinakamahusay na kandidato para sa Pilipinas.,Positive,11,Benigno Aquino III,Noynoy,4,4,5,Si Noynoy ang pinakamahusay na kandidato para sa Pilipinas.,Positive
2,Susuportahan ko si [ENTITY] sa susunod na eleksyon.,Positive,11,Benigno Aquino III,Noynoy,4,4,5,Susuportahan ko si Noynoy sa susunod na eleksyon.,Positive
3,Ang ginawa ni [ENTITY] para sa bansa ay kapuri-puri.,Positive,11,Benigno Aquino III,Noynoy,4,4,5,Ang ginawa ni Noynoy para sa bansa ay kapuri-puri.,Positive
4,Proud akong sabihin na boboto ako kay [ENTITY].,Positive,11,Benigno Aquino III,Noynoy,4,4,5,Proud akong sabihin na boboto ako kay Noynoy.,Positive
5,Si [ENTITY] lang ang tunay na nagmamalasakit sa mga Pilipino.,Positive,11,Benigno Aquino III,Noynoy,4,4,5,Si Noynoy lang ang tunay na nagmamalasakit sa mga Pilipino.,Positive
6,Hindi ko iboboto si [ENTITY] kahit kailan.,Negative,11,Benigno Aquino III,Noynoy,4,4,5,Hindi ko iboboto si Noynoy kahit kailan.,Positive
7,Disappointed ako kay [ENTITY] dahil sa kanyang mga ginawa.,Negative,11,Benigno Aquino III,Noynoy,4,4,5,Disappointed ako kay Noynoy dahil sa kanyang mga ginawa.,Negative
8,Si [ENTITY] ay isang corrupt na pulitiko.,Negative,11,Benigno Aquino III,Noynoy,4,4,5,Si Noynoy ay isang corrupt na pulitiko.,Negative
9,Ayaw ko kay [ENTITY] hindi siya karapat-dapat maging lider.,Negative,11,Benigno Aquino III,Noynoy,4,4,5,Ayaw ko kay Noynoy hindi siya karapat-dapat maging lider.,Negative
10,Naniniwala ako na si [ENTITY] ay nagsinungaling sa publiko.,Negative,11,Benigno Aquino III,Noynoy,4,4,5,Naniniwala ako na si Noynoy ay nagsinungaling sa publiko.,Positive
11,Si [ENTITY] ay isa sa mga kandidato sa eleksyon.,Neutral,11,Benigno Aquino III,Noynoy,4,4,5,Si Noynoy ay isa sa mga kandidato sa eleksyon.,Neutral
12,Nakita ko si [ENTITY] sa balita kagabi.,Neutral,11,Benigno Aquino III,Noynoy,4,4,5,Nakita ko si Noynoy sa balita kagabi.,Neutral
13,Ang [ENTITY] ay nagbigay ng pahayag tungkol sa ekonomiya.,Neutral,11,Benigno Aquino III,Noynoy,4,4,5,Ang Noynoy ay nagbigay ng pahayag tungkol sa ekonomiya.,Neutral
14,Tinawagan ng reporter si [ENTITY] para sa komento.,Neutral,11,Benigno Aquino III,Noynoy,4,4,5,Tinawagan ng reporter si Noynoy para sa komento.,Neutral
15,Si [ENTITY] ay dadalo sa debate ngayong Sabado.,Neutral,11,Benigno Aquino III,Noynoy,4,4,5,Si Noynoy ay dadalo sa debate ngayong Sabado.,Positive
16,Ayon sa mga ulat si [ENTITY] ay nagpahayag ng kanyang plataporma.,Neutral,11,Benigno Aquino III,Noynoy,4,4,5,Ayon sa mga ulat si Noynoy ay nagpahayag ng kanyang plataporma.,Neutral
17,Ipinakita ng survey na si [ENTITY] ay nasa ikatlong pwesto.,Neutral,11,Benigno Aquino III,Noynoy,4,4,5,Ipinakita ng survey na si Noynoy ay nasa ikatlong pwesto.,Neutral
18,Naglunsad si [ENTITY] ng bagong programa para sa kabataan.,Neutral,11,Benigno Aquino III,Noynoy,4,4,5,Naglunsad si Noynoy ng bagong programa para sa kabataan.,Positive
19,Kinausap ng media si [ENTITY] tungkol sa isyu ng krimen.,Neutral,11,Benigno Aquino III,Noynoy,4,4,5,Kinausap ng media si Noynoy tungkol sa isyu ng krimen.,Neutral
20,Si [ENTITY] ay nakiisa sa pagdiriwang ng Araw ng Kalayaan.,Neutral,11,Benigno Aquino III,Noynoy,4,4,5,Si Noynoy ay nakiisa sa pagdiriwang ng Araw ng Kalayaan.,Positive
